Record_Timestamp,Vehicle_Type,Crop_Type,Harvest_Date,Crop_Yield,Storage_Temperature,Storage_Humidity,Fuel_Consumption,Route_Distance,Delivery_Time,Traffic_Level,Temperature,Humidity,Vehicle_Load_Capacity,Vibration_Level,Queue_Time,Weather_Impact,Station_Capacity,Operational_Cost,Energy_Consumption,IoT_Sensor_Reading_Temperature,IoT_Sensor_Reading_Humidity,IoT_Sensor_Reading_Light,Warehouse_Storage_Time,Inventory_Levels,Fuel_Costs,Spoilage_Risk,Efficiency_Ratio,Quality_Maintenance_Ratio,Imputed_Field_Count,Has_Data_Quality_Issue
2018-06-01 19:00:00,Truck,Corn,2017-10-01,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,28.410100175981743,3.319687839133412,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,105.71706218020596,0.1,1.0,1.0,22,True
2018-06-01 20:00:00,Truck,Corn,2017-03-03,1000.0,18.0,65.0,20.0,100.0,237.19792593168296,5.0,20.0,65.0,1000.0,12.85461719311031,4.419146101929437,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,447.53022671511786,0.1,1.0,1.0,21,True
2018-06-01 21:00:00,Truck,Wheat,2017-01-16,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,2.118929622497722,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,434.1950398653801,0.1,1.0,1.0,23,True
2018-06-01 22:00:00,Truck,Wheat,2017-09-01,1000.0,18.0,65.0,20.0,100.0,1299.620815093289,5.0,20.0,65.0,1000.0,20.04700218950202,6.240457346824851,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,37.974006382995725,0.1,1.0,1.0,21,True
2018-06-01 23:00:00,Truck,Wheat,2017-10-07,1000.0,15.14493019348591,65.0,20.0,100.0,725.8589940002138,5.0,20.0,65.0,1000.0,44.11964336281704,3.4819336284436213,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,198.43087207453272,0.1,1.0,1.0,20,True
2018-06-02 00:00:00,Truck,Rice,2017-09-02,1000.0,18.0,65.0,20.0,100.0,321.29438868963547,5.0,20.0,65.0,1000.0,2.002167128320303,4.985505355051062,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,2074.5249406392923,1000.0,163.34064715182296,0.1,1.0,0.6467471905730654,19,True
2018-06-02 01:00:00,Van,Corn,2017-03-16,1000.0,18.0,65.0,20.0,100.0,254.079702904936,5.0,20.0,65.0,1000.0,5.0,3.1791280152865755,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,77.35226516026502,0.1,1.0,1.0,22,True
2018-06-02 02:00:00,Truck,Corn,2017-07-11,1000.0,18.0,65.0,20.0,100.0,44.02249989035119,5.0,20.0,65.0,1000.0,10.61532656907658,4.161023951948943,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,9.349780519471132,0.1,1.0,1.0,21,True
2018-06-02 03:00:00,Truck,Corn,2017-02-15,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,7.67867520236169,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,248.35106718025844,0.1,1.0,1.0,23,True
2018-06-02 04:00:00,Truck,Rice,2017-10-25,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,35.8192617737963,3.784262850399157,41.57715973609475,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,27.395763014941316,0.1,1.0,1.0,21,True
2018-06-02 05:00:00,Truck,Wheat,2017-03-29,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,39.9377666474803,7.864747825989526,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,96.1703865098628,0.1,1.0,1.0,22,True
2018-06-02 06:00:00,Truck,Wheat,2017-03-19,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,6.499921774037615,7.237807532655692,28.470689606539867,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,400.3643450147848,0.1,1.0,1.0617225642593344,20,True
2018-06-02 07:00:00,Truck,Wheat,2017-08-24,1000.0,18.0,65.0,289.92715841727625,100.0,8.0,5.0,20.0,65.0,1000.0,2.761364767203218,3.9335471416510392,17.000233550989535,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,98.62118893535585,0.1,1.0,0.9923798478404092,19,True
2018-06-02 08:00:00,Truck,Rice,2017-04-10,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,2.7777470281569614,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,51.2978675097725,0.1,1.0,1.0,23,True
2018-06-02 09:00:00,Motorbike,Corn,2017-05-09,1000.0,15.299881729188469,65.0,20.0,100.0,581.2141160157438,5.0,20.0,65.0,1000.0,42.35081473560578,2.968436441982365,96.4403507402277,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,95.46836111186364,0.1,1.0,1.0,19,True
2018-06-02 10:00:00,Motorbike,Corn,2017-03-31,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,17.397369084468487,2.7624054486095444,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,121.28961660756023,1000.0,23.0462455226549,0.1,1.0,1.0,21,True
2018-06-02 11:00:00,Van,Wheat,2017-01-26,1000.0,18.0,65.0,20.0,100.0,1494.2431377141156,5.0,20.0,65.0,1000.0,11.69081572989149,6.912469910996274,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,361.7740665573298,0.1,1.0,1.8627788567304804,20,True
2018-06-02 12:00:00,Truck,Corn,2017-11-20,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,29.78742290450868,2.2979274118299515,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,2045.278512156333,0.1,1.0,1.0,22,True
2018-06-02 13:00:00,Truck,Wheat,2017-03-31,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,7.117686450387306,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,63.49658966032144,0.1,1.0,1.0,23,True
2018-06-02 14:00:00,Truck,Corn,2017-05-12,1000.0,18.0,65.0,20.0,100.0,62.56794003330104,5.0,20.0,65.0,1000.0,5.0,2.919813328837932,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,88.11874684321454,0.1,1.0,1.0,22,True
2018-06-02 15:00:00,Truck,Wheat,2017-12-18,1000.0,18.0,65.0,20.0,100.0,263.61332941418584,5.0,20.0,65.0,1000.0,5.0,2.8405680551067167,56.84350109388604,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,4.089403521586838,0.1,1.0,1.0,21,True
2018-06-02 16:00:00,Truck,Corn,2017-05-24,1000.0,18.0,65.0,20.0,100.0,449.64395873186857,5.0,20.0,65.0,1000.0,5.0,1.983612995920993,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,442.550544284864,0.1,1.0,1.0,22,True
2018-06-02 17:00:00,Truck,Corn,2017-04-11,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,3.437532435344485,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,89.28049951002441,0.1,1.0,1.0,23,True
2018-06-02 18:00:00,Truck,Rice,2017-07-27,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,3.573886000451649,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,212.16306583155364,0.1,1.0,1.0,23,True
2018-06-02 19:00:00,Motorbike,Wheat,2017-06-17,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,55.30409814937257,5.746092792674844,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,14.37660338064148,0.1,1.0,1.0,22,True
2018-06-02 20:00:00,Truck,Corn,2017-03-25,1000.0,18.0,65.0,20.0,100.0,486.8599995458433,5.0,20.0,65.0,1000.0,5.0,3.558112238868727,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,31.322876237239186,0.1,1.0,1.0,22,True
2018-06-02 21:00:00,Truck,Rice,2017-03-22,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,53.55224632255252,6.449899662279638,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,82.8914931139243,1000.0,1622.5008360832653,0.1,1.0,1.0,21,True
2018-06-02 22:00:00,Truck,Wheat,2017-06-26,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,6.701341458846766,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,105.431437776583,0.1,1.0,1.0,23,True
2018-06-02 23:00:00,Truck,Corn,2017-07-31,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,6.088857412874736,4.602842441793694,50.0,1000.0,100.0,25.0,65.0,500.0,3339.938043256894,1000.0,79.91322572298151,0.1,1.0,1.0,21,True
2018-06-03 00:00:00,Truck,Corn,2017-04-06,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,78.84826360824876,2.3882206807301944,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,21.96501650064936,0.1,1.0,1.0,22,True
2018-06-03 01:00:00,Truck,Wheat,2017-05-08,1000.0,18.0,65.0,20.0,100.0,307.9914802124552,5.0,20.0,65.0,1000.0,83.65001332597981,2.872657077873804,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,21.93042157829125,0.1,1.0,1.0,21,True
2018-06-03 02:00:00,Motorbike,Wheat,2017-09-24,1000.0,12.552998273413907,65.0,20.0,100.0,1770.694156213396,5.0,20.0,65.0,1000.0,89.13031857812956,7.699237974323143,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,284.97276601786587,0.1,1.0,1.0,20,True
2018-06-03 03:00:00,Van,Wheat,2017-03-03,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,19.88040131984064,4.223820948339384,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,162.0428677033237,0.1,1.0,1.0,22,True
2018-06-03 04:00:00,Motorbike,Corn,2017-12-15,1000.0,18.0,65.0,20.0,100.0,64.8330125961693,5.0,20.0,65.0,1000.0,51.58293046771425,6.2254401569498095,45.135996493322885,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,69.11281352823366,0.1,1.0,1.0,20,True
2018-06-03 05:00:00,Van,Wheat,2017-01-27,1000.0,24.87477997446096,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,1.975016542151073,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,50.727730527043725,0.1,1.0,1.0,22,True
2018-06-03 06:00:00,Truck,Wheat,2017-03-26,1000.0,18.0,65.0,20.0,100.0,1527.2366660932285,5.0,20.0,65.0,1000.0,73.64706675021523,5.528259830705085,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,20.384879712945825,0.1,1.0,1.0,21,True
2018-06-03 07:00:00,Motorbike,Corn,2017-01-29,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,10.21709545670474,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,969.2123923028558,1000.0,21.175713859704167,0.1,1.0,1.0,22,True
2018-06-03 08:00:00,Truck,Wheat,2017-05-02,1000.0,10.212929804505915,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,7.928768895767298,5.566752629629066,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,12.011908534543014,0.1,1.0,1.630483665399144,20,True
2018-06-03 09:00:00,Truck,Wheat,2017-10-15,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,3.9370200651834137,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,8.432789639306355,0.1,1.0,1.0,23,True
2018-06-03 10:00:00,Truck,Wheat,2017-06-18,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,14.691425597016444,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,160.39529668003115,0.1,1.0,1.0,23,True
2018-06-03 11:00:00,Truck,Rice,2017-08-21,1000.0,18.0,65.0,20.0,100.0,196.18520360420925,5.0,20.0,65.0,1000.0,28.611329685031265,3.276572656859332,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,97.77754966608676,0.1,1.0,1.0,21,True
2018-06-03 12:00:00,Truck,Wheat,2017-11-03,1000.0,18.0,65.0,20.0,100.0,204.52926851271064,5.0,20.0,65.0,1000.0,20.62896126204033,6.014014465171508,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,269.0039087569521,0.1,1.0,1.0,21,True
2018-06-03 13:00:00,Truck,Wheat,2017-10-07,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,6.146864408200608,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,252.74413109548925,0.1,1.0,1.0,23,True
2018-06-03 14:00:00,Van,Wheat,2017-10-09,1000.0,18.0,65.0,20.0,100.0,218.5621028225657,5.0,20.0,65.0,1000.0,5.0,2.406769652147692,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,21.93393952288561,0.1,1.0,1.0,22,True
2018-06-03 15:00:00,Truck,Wheat,2017-06-30,1000.0,0.7577261658022345,65.0,20.0,100.0,8.857932617013716,5.0,20.0,65.0,1000.0,5.0,2.266526302427801,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,30.872287041864308,0.1,1.0,1.0,21,True
2018-06-03 16:00:00,Truck,Corn,2017-01-21,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,2.101430553974769,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,55.14322753941556,0.1,1.0,1.0,23,True
2018-06-03 17:00:00,Truck,Rice,2017-01-31,1000.0,18.0,65.0,20.0,100.0,200.1753135528132,5.0,20.0,65.0,1000.0,5.0,3.256721231533512,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,100.84328140500568,0.1,1.0,1.0,22,True
2018-06-03 18:00:00,Truck,Corn,2017-01-07,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,3.288431715247014,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,66.34580478542337,0.1,1.0,1.0,23,True
2018-06-03 19:00:00,Van,Corn,2017-08-25,1000.0,18.0,65.0,20.0,100.0,1205.078230859708,5.0,20.0,65.0,1000.0,13.19206825638577,7.4902521486722975,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,172.00834469252095,0.1,1.0,1.9150255174734208,20,True
2018-06-03 20:00:00,Truck,Wheat,2017-04-07,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,9.725878481897189,18.536531507504773,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,567.8581116878494,0.1,1.0,0.5919106887580036,21,True
2018-06-03 21:00:00,Motorbike,Wheat,2017-10-23,1000.0,18.0,65.0,20.0,100.0,13.163628735655816,5.0,20.0,65.0,1000.0,5.0,2.910642287259658,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,25.29755788548075,0.1,1.0,1.0,22,True
2018-06-03 22:00:00,Van,Wheat,2017-02-22,1000.0,18.0,65.0,20.0,100.0,242.9873032598665,5.0,20.0,65.0,1000.0,5.0,2.6524043187999604,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,222.04711533930092,0.1,1.0,1.0,22,True
2018-06-03 23:00:00,Truck,Corn,2017-11-17,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,24.4783227373828,3.166225440509014,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,80.96555175420006,0.1,1.0,1.0,22,True
2018-06-04 00:00:00,Truck,Corn,2017-03-25,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,21.68988469378434,3.7036449373387192,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,52.53092456365389,0.1,1.0,1.0,22,True
2018-06-04 01:00:00,Van,Wheat,2017-08-01,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,68.12260162380379,1.747725513719924,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,8.132805907681838,0.1,1.0,1.0,22,True
2018-06-04 02:00:00,Van,Wheat,2017-08-27,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,13.383185105939104,0.7636703143976362,11.245827511435872,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,153.41183530905403,0.1,1.0,1.0,21,True
2018-06-04 03:00:00,Van,Wheat,2017-04-19,1000.0,18.0,65.0,20.0,100.0,1853.458024387665,5.0,20.0,65.0,1000.0,88.44071848867702,6.235521697876025,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,79.28695785689497,0.1,1.0,1.0,21,True
2018-06-04 04:00:00,Van,Corn,2017-10-21,1000.0,18.0,65.0,20.0,100.0,223.86623843661584,5.0,20.0,65.0,1000.0,5.0,1.0760346737832205,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,45.21737901655786,0.1,1.0,1.0,22,True
2018-06-04 05:00:00,Truck,Corn,2017-09-13,1000.0,18.0,65.0,20.0,100.0,4.679298937911913,5.0,20.0,65.0,1000.0,3.2091158545494936,6.210543185627037,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,363.80862006998177,0.1,1.0,0.7043600114010922,20,True
2018-06-04 06:00:00,Truck,Corn,2017-01-22,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,21.72621464341665,13.245186990277256,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,78.21084613728608,0.1,1.0,1.7223608253757043,21,True
2018-06-04 07:00:00,Truck,Corn,2017-09-09,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,75.74294505047985,3.229872246070774,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,41.191013341957685,0.1,1.0,1.0,22,True
2018-06-04 08:00:00,Van,Wheat,2017-08-05,1000.0,18.0,65.0,20.0,100.0,436.6666792637323,5.0,20.0,65.0,1000.0,12.232714314005335,1.7596525650477104,29.256112935816034,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,42.7149235429022,0.1,1.0,1.0,20,True
2018-06-04 09:00:00,Truck,Rice,2017-10-14,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,60.496586817350384,6.000747502593686,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,53.22154156874979,0.1,1.0,1.0,22,True
2018-06-04 10:00:00,Truck,Wheat,2017-04-09,1000.0,18.0,65.0,20.0,100.0,52.17731013056112,5.0,20.0,65.0,1000.0,5.0,6.430528579393287,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,175.43220564946316,0.1,1.0,1.0,22,True
2018-06-04 11:00:00,Truck,Wheat,2017-02-27,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,5.0,8.339435615670471,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,59.796226661386,0.1,1.0,1.0,23,True
2018-06-04 12:00:00,Truck,Rice,2017-03-18,1000.0,18.0,65.0,20.0,100.0,888.2764881426966,5.0,20.0,65.0,1000.0,82.64458136527355,3.9177999359541777,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,124.15427763614473,0.1,1.0,1.0,21,True
2018-06-04 13:00:00,Truck,Wheat,2017-12-02,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,33.27353975744583,4.332775600068796,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,64.05162649377486,0.1,1.0,1.0,22,True
2018-06-04 14:00:00,Van,Corn,2017-11-08,1000.0,18.0,65.0,20.0,100.0,203.76201440865336,5.0,20.0,65.0,1000.0,45.67131554055592,6.004602350869396,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,110.57918322811902,0.1,1.0,1.0,21,True
2018-06-04 15:00:00,Truck,Rice,2017-12-05,1000.0,18.0,65.0,20.0,100.0,8.0,5.0,20.0,65.0,1000.0,7.614942369955925,6.130012833366942,5.0,50.0,1000.0,100.0,25.0,65.0,500.0,24.0,1000.0,98.41126508483732,0.1,1.0,1.4320020396528237,21,True
